id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento
2734,Andrés Cruz Flores,andres.cruz.flores4@mail.com,m,1990-04-18,Sonso,vip
2735,Carmen Ramírez Chávez,carmen.ramirez.chavez5@mail.com,M,1940-07-29,San Salvador,Regular
2736,Carlos Vásquez Flores,carlos.vasquez.flores6@seguro.sv,Fem,1972-08-06,L. Libertad,REGULAR
2738,Daniela Mendoza Rojas,daniela.mendoza.rojas1@seguro.sv,Masculino,2007-04-17,SanMiguel,vip
2743,Pedro Gómez Castillo,pedro.gomez.castillo6@gmail.com,nan,1985-11-16,la libertad,Pyme
2744,Valeria Aguilar López,valeria.aguilar.lopez0@seguro.sv,Hombre,1962-06-14,La Libertad,nan
2746,Ricardo Torres Cruz,ricardo.torres.cruz2@mail.com,femenino,1976-01-10,santa ana,nan
2752,José Flores Ortiz,jose.flores.ortiz1@seguro.sv,femenino,1976-09-17,San Salvador,nan
2755,Andrés Torres Castillo,andres.torres.castillo4@seguro.sv,Hombre,1994-08-14,San Salvador,nan
2762,Luis Reyes Reyes,luis.reyes.reyes4@example.com,M,1949-06-30,Sta. Ana,nan
2766,Lucía Mendoza Reyes,lucia.mendoza.reyes1@mail.com,m,2009-07-17,L. Libertad,REGULAR
2767,Jorge Ortiz Chávez,jorge.ortiz.chavez2@mail.com,Hombre,1952-03-01,sonsonate,vip
2774,Karla Castillo Chávez,karla.castillo.chavez2@mail.com,M,1976-11-26,La Libertad,REGULAR
2778,Ana Ramírez Reyes,ana.ramirez.reyes6@example.com,Fem,1974-05-22,sonsonate,VIP
2786,Ana Santos Vásquez,ana.santos.vasquez0@gmail.com,m,1954-08-19,Sonso,nan
2789,Ana Martínez Santos,ana.martinez.santos3@example.com,Fem,2011-08-10,Sonsonate,PREMIUM
2797,Marta Castillo Martínez,marta.castillo.martinez4@example.com,Fem,1952-03-05,La Libertad,PYME
2800,Andrés Cruz Mendoza,andres.cruz.mendoza0@correo.com,nan,1998-01-11,SanSalvador,PREMIUM
2808,Lucía Chávez Ortiz,lucia.chavez.ortiz1@gmail.com,Mujer,1968-02-04,Sonsonate,PYME
2817,Jorge Vásquez Rojas,jorge.vasquez.rojas3@gmail.com,Hombre,1946-12-24,Sonsonate,REGULAR
2821,Karla López Vásquez,karla.lopez.vasquez0@seguro.sv,femenino,2003-11-17,Sonso,VIP
2825,Juan Castillo Aguilar,juan.castillo.aguilar4@correo.com,Masculino,1967-08-04,Sonsonate,Regular
2827,Karla Flores Castillo,karla.flores.castillo6@correo.com,Masculino,1949-04-01,la libertad,REGULAR
2830,Valeria Rojas Reyes,valeria.rojas.reyes2@example.com,Masculino,1987-12-14,Sonsonate,REGULAR
2831,Carmen Hernández Aguilar,carmen.hernandez.aguilar3@example.com,Mujer,1989-05-17,San Salvador,nan
2832,Carlos García Gómez,carlos.garcia.gomez4@example.com,femenino,1989-09-13,SanSalvador,PYME
2835,Valeria Pérez Torres,valeria.perez.torres0@correo.com,M,1955-07-11,San Miguel,PYME
2836,Diego Martínez Santos,diego.martinez.santos1@correo.com,M,2005-12-26,san miguel,PYME
2839,Carlos López Chávez,carlos.lopez.chavez4@mail.com,F,1979-07-24,L. Libertad,nan
2841,Fernanda Gómez Torres,fernanda.gomez.torres6@seguro.sv,Mujer,1993-01-08,S. Miguel,Premium
2849,Pedro García Castillo,pedro.garcia.castillo0@mail.com,femenino,1970-01-09,San salvador,nan
2856,María Hernández Ramírez,maria.hernandez.ramirez0@example.com,nan,1989-11-18,SanMiguel,vip
2871,Daniela Torres Rojas,daniela.torres.rojas1@mail.com,F,1961-04-25,Sta. Ana,nan
2883,Fernanda Torres López,fernanda.torres.lopez6@mail.com,m,1983-02-08,Sonsonate,nan
2884,Daniela García Chávez,daniela.garcia.chavez0@mail.com,Fem,1983-05-10,S. Miguel,vip
2889,Andrés Santos Gómez,andres.santos.gomez5@gmail.com,Female,1952-08-20,SanSalvador,Pyme
2896,Pedro Mendoza Hernández,pedro.mendoza.hernandez5@mail.com,Fem,1998-08-21,San Miguel,PREMIUM
2908,Diego Rojas Morales,diego.rojas.morales3@example.com,nan,2000-04-27,LaLibertad,vip
2911,Diego Aguilar Santos,diego.aguilar.santos6@mail.com,Fem,1963-09-21,Sonsonate,Pyme
2913,Marta Gómez Morales,marta.gomez.morales1@gmail.com,nan,1947-05-30,sonsonate,REGULAR
2915,Carmen Vásquez Reyes,carmen.vasquez.reyes3@mail.com,M,1965-02-18,San Salvador,REGULAR
2917,Fernanda Ortiz Hernández,fernanda.ortiz.hernandez5@seguro.sv,nan,2001-11-26,San Miguel,nan
2923,Luis Martínez Castillo,luis.martinez.castillo4@gmail.com,nan,1988-12-12,SS,vip
2926,Karla López Morales,karla.lopez.morales0@gmail.com,F,2010-05-23,La Libertad,PREMIUM
2928,Pedro Ortiz Santos,pedro.ortiz.santos2@gmail.com,Fem,1948-12-15,LaLibertad,VIP
2929,Paula Flores Gómez,paula.flores.gomez3@correo.com,M,1950-07-29,SantaAna,Premium
2933,Marta García Aguilar,marta.garcia.aguilar0@example.com,nan,1967-12-12,Sta. Ana,vip
2934,Ana Gómez García,ana.gomez.garcia1@mail.com,Fem,1967-04-18,santa ana,vip
2935,Jorge Reyes Vásquez,jorge.reyes.vasquez2@gmail.com,nan,1986-01-16,Sonsonate,PREMIUM
2938,Ana Reyes García,ana.reyes.garcia5@correo.com,m,1975-03-08,Sonso,PREMIUM
2940,Juan López Morales,juan.lopez.morales0@example.com,m,1965-02-06,la libertad,vip
2942,Valeria Reyes Hernández,valeria.reyes.hernandez2@gmail.com,F,2030-09-09,SanMiguel,PREMIUM
2948,Lucía Mendoza Vásquez,lucia.mendoza.vasquez1@seguro.sv,nan,2006-07-15,sonsonate,Pyme
2950,Paula Chávez Torres,paula.chavez.torres3@correo.com,Mujer,1973-08-09,la libertad,Pyme
2969,Paula Reyes López,paula.reyes.lopez1@correo.com,nan,2009-12-20,L. Libertad,Regular
2973,Luis Morales Aguilar,luis.morales.aguilar5@gmail.com,femenino,1946-10-09,San Salvador,PYME
2977,Ricardo Santos Reyes,ricardo.santos.reyes2@mail.com,femenino,1985-05-08,S. Miguel,vip
2984,Carlos Cruz Mendoza,carlos.cruz.mendoza2@correo.com,Mujer,2000-09-04,San salvador,Regular
2995,Paula Rojas García,paula.rojas.garcia6@correo.com,nan,1997-11-09,la libertad,REGULAR
2998,Diego Torres Ramírez,diego.torres.ramirez2@gmail.com,nan,1967-06-07,SS,REGULAR
2999,Sofía Santos Gómez,sofia.santos.gomez3@example.com,Fem,2010-12-24,La Libertad,PREMIUM
3008,Andrés Morales García (dup),andres.morales.garcia4@correo.com,Mujer,2005-01-10,SantaAna,Premium
3011,Sofía Ramírez Chávez (dup),sofia.ramirez.chavez5@correo.com,Mujer,2010-08-16,Santa Ana,REGULAR
3017,Carmen Ramírez Vásquez (dup),carmen.ramirez.vasquez3@correo.com,nan,1999-01-10,L. Libertad,Regular
3024,Valeria Santos Mendoza (dup),valeria.santos.mendoza5@correo.com,m,1984-04-26,Sonsonate,Premium
